13920.100404604254,-102.16229982591021,180.09785681790487,7524.5683605734075,0.5,101.49024914718859,13920.735885920489,121.95582706306813,4437.273712997706,0.5,-0.004896880127489567,-0.0006793714807932887,0.9999877810506774,0.25085940957069397,1.5,11.0,297.0
13917.835953555974,-211.74123034446364,247.1001510403666,15144.664424959612,0.5,210.25934482842686,13919.391704184358,135.56437907264856,9304.599121300884,0.5,-0.009729630457102869,-0.001545474005543819,0.9999514360969881,0.49740510768262014,1.5,11.0,297.0
13914.353754846445,-319.6013537722184,317.2854804104279,22990.631749634424,0.5,317.1064357313993,13917.199749160029,151.81524045836258,14130.569002221479,0.5,-0.01480886395668992,-0.0025222115186312433,0.9998871701563046,0.7234132626238927,1.5,11.0,297.0
13909.774472694786,-425.26780053967394,386.5136031819119,30518.14141954726,0.5,421.66044969193,13914.248207609098,167.1982130551407,18996.027808929648,0.5,-0.019832516743553432,-0.003363587710460352,0.9997976566063752,0.9753051543696725,1.5,11.0,297.0
13904.196980750467,-526.4667371790715,456.29255788511887,37830.13405635905,0.5,521.6474040800812,13910.674995459833,181.8211303853442,23765.13468822032,0.5,-0.024905845867171223,-0.004081120615772534,0.9996814824955278,1.2111904305443926,1.5,11.0,297.0
13897.547963331108,-626.2849322842669,527.2642029879748,45199.524243285305,0.5,620.1951350654516,13906.453269527387,194.88328160816673,28613.809352608387,0.5,-0.030070692444245397,-0.004612489785259202,0.9995371855644339,1.4429136360777983,1.5,10.0,297.0
13889.946698415404,-727.4795546435614,593.487675972985,52254.26793555422,0.5,720.0151343112256,13901.423274498267,209.90202571256214,33323.937150179896,0.5,-0.03491149742138863,-0.005224960566306315,0.9993767989053062,1.6789884553615388,1.5,10.0,297.0
13881.085948081673,-830.3933876280373,661.7977509902593,59302.53879036911,0.5,821.5090258824537,13895.582502802552,223.49441405623378,37979.60244908,0.5,-0.03990702395254125,-0.005651350642303931,0.999187490728657,1.9095443272856036,1.5,10.0,297.0
13870.7306717174,-936.4714108111518,733.438662916224,66624.69891062184,0.5,925.9713912036492,13888.759228027195,238.70092836530276,42606.977083757934,0.5,-0.04515866134070339,-0.006093944857267839,0.9989613023654322,2.1217202047087507,1.5,10.0,297.0
13859.567310279628,-1037.3252906080454,805.2602208899965,73884.54278570603,0.5,1025.2150425831094,13881.545685389647,252.3259256440191,47528.838705081944,0.5,-0.050421388850887906,-0.006361473898828291,0.9987078388129335,2.339099305913899,1.5,10.0,297.0
13847.10920433976,-1142.484315216477,874.2926829322478,81224.51375324307,0.5,1128.6605995182601,13873.234734541627,267.4316345188563,52606.9138651624,0.5,-0.0555013069117124,-0.006658240575037711,0.9984364795195615,2.5604406401376165,1.5,11.0,297.0
13833.183343357561,-1252.1742342669293,941.9157022799318,88753.88150705436,0.5,1236.3169577075462,13863.669578997306,286.73441353501835,58043.07407622991,0.5,-0.060516915630261264,-0.007168621722336201,0.9981414980247303,2.770726344310412,1.5,11.0,297.0
13817.877636628704,-1360.9072456389415,1013.0652297481711,96367.10640319412,0.5,1343.0586874142648,13853.378520967168,303.5263479152891,63434.07000869769,0.5,-0.06577815004611723,-0.0074001252980850935,0.9978069325793204,2.9532577667464186,1.5,11.0,297.0
13801.908874627521,-1467.867511720827,1079.2620735310431,103819.79723491236,0.5,1447.9857789994276,13842.411331328083,320.9684041682881,68769.93679762055,0.5,-0.07069660983052242,-0.007642325711243556,0.9974686940044036,3.1418231024661867,1.5,11.0,297.0
