0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-0.0022247079894504133,0.9999519813161961,0.009543884752844789,-4.799958044224665,1920.0,0.999997472487114,0.0022215037623751514,0.00034632415095964183,0.2627246085434457,1080.0,0.0003251057450436237,0.00954463110065867,-0.9999543961218467,-2.9831373195130513,1507.6052180765764,7.697380862435105,10.921736398697734
-0.0020196812047225247,0.9999508885206888,0.009702650901519668,-4.762211009675816,1920.0,0.9999962647056717,0.002001714308600086,0.0018611057279940284,0.272831857262063,1080.0,0.0018415923911976482,0.009706373499521618,-0.9999511962345726,-2.992296661090568,1507.6052180765764,7.708135621387391,10.91971479456979
-0.0019107387559157002,0.9999111714419332,0.013190841634548651,-4.6916389883514364,1920.0,0.9999980372706612,0.0019036607778357452,0.0005491179000976233,0.25549829495262827,1080.0,0.0005239582349000157,0.013191864965350056,-0.9999128462853671,-2.9742403337620504,1507.6052180765764,7.636918111173091,10.898411877606973
-0.0008898882342412895,0.9997413651439462,0.02272467643442998,-4.626442882311874,1920.0,0.9999982685293864,0.0009267969102310609,-0.001613686994639476,0.23470128486679276,1080.0,-0.0016343307988413319,0.02272320108625025,-0.9997404588668171,-2.9568742369197345,1507.6052180765764,7.620949317682435,10.675511162596955
0.0007633994813950622,0.9983520585918926,0.057381045011066195,-4.394075111719632,1920.0,0.9999827216999545,-0.00042767271482079217,-0.00586288304508862,0.2005469520726937,1080.0,-0.00582868105004859,0.05738452928602966,-0.998335135250602,-2.8729809536966795,1507.6052180765764,7.517685403864893,10.82617224337146
0.00069619523122804,0.9965760387921531,0.08267837817435332,-4.19556838921558,1920.0,0.9999735624257253,-9.536070386117115e-05,-0.007270856616669585,0.17178712816244324,1080.0,-0.007238077217329483,0.0826812542942929,-0.9965497581287742,-2.846820582973135,1507.6052180765764,7.4922063971915245,10.447791610395413
-0.0021902902975656723,0.9902041288500485,0.13961012082484942,-3.7155819212657013,1920.0,0.9999688525474875,0.003227396944660648,-0.007202627563798964,0.12072616914942204,1080.0,-0.007582648829636722,0.1395899964799708,-0.9901803554501816,-2.7429605069162535,1507.6052180765764,7.2789101448369244,10.27649457229927
-0.0014643731426809184,0.9861080221116088,0.1660988390640645,-3.4594997419861455,1920.0,0.9999723710260143,0.002654499759154376,-0.006943400869871127,0.09302652839141394,1080.0,-0.007287852626808022,0.16608408219380824,-0.9860846641368732,-2.7135462553547285,1507.6052180765764,7.2939353765617385,10.269002783242218
-0.000645514862223655,0.9767061247016889,0.2145803562322781,-2.9545572468576444,1920.0,0.9999615918724523,0.0025060162358901987,-0.008398491682242102,0.03517814111661855,1080.0,-0.008740600120923247,0.21456669325138558,-0.976670228919,-2.642270476608854,1507.6052180765764,7.266304715486483,10.888953795375171
-0.0020943371376173628,0.9712986056068035,0.23785422531086817,-2.7131300509305207,1920.0,0.9999700757690968,0.0038055390186459174,-0.006735387080511088,0.024339107186387807,1080.0,-0.007447235614692805,0.23783300153480977,-0.9712775103247487,-2.579675411610187,1507.6052180765764,7.225941797957241,10.875469355326402
